publication_id,title,type.category,type.name,year,detail,abstract
10040,Further Evidence on the Great Crash the Oil Price Shock and the Unit Root Hypothesis,Journal,Journal of Business and Economic Statistics,2003, 10: 251-270,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi mattis ultricies porttitor. Quisque tristique lacus ac augue posuere eu eleifend eros vestibulum. Nullam eget enim quis felis rhoncus porta eu a libero. Sed fringilla, justo at ultricies pretium, neque augue aliquam mauris, ut lacinia lectus nulla eget est. Sed sed dui in orci molestie porttitor. Morbi nec turpis non risus eleifend fringilla ac id justo. Sed ac ante eget lectus vestibulum venenatis. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean interdum luctus sem dictum dignissim. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Integer ac urna a velit egestas semper ac nec neque. Etiam sed odio a nibh pulvinar mollis a vitae massa. Sed ultrices augue in mauris congue vehicula. Donec id neque est. Suspendisse viverra dolor eget mi aliquam non posuere est vulputate."
10041,Hypothesis Testing with a Restricted Parameter Space,Journal,Journal of Econometrics,2003, 84: 155-199,"Etiam nibh eros, consequat at imperdiet vitae, vestibulum non leo. Ut felis justo, mollis et auctor eget, vehicula vitae libero. Quisque vehicula, augue id convallis ultricies, ante libero volutpat neque, vitae tempor massa nisi tincidunt sapien. Morbi sit amet justo sit amet orci ultrices convallis a at ipsum. Nunc volutpat tortor eget erat mattis sodales. In arcu arcu, viverra ut adipiscing nec, condimentum non magna. Donec eu erat libero, nec accumsan libero. Aenean nulla urna, viverra sit amet imperdiet ut, ullamcorper ac ligula. Curabitur urna odio, ultricies eu convallis a, pulvinar eget arcu. Maecenas laoreet sem massa, et convallis lectus. Suspendisse pretium hendrerit nunc in fermentum. Praesent commodo felis tincidunt mauris pellentesque iaculis ornare vel justo. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Integer malesuada commodo felis. In lectus erat, ornare nec rutrum id, tincidunt at velit."
10042,Optimal Changepoint Tests for Normal Linear Regression,Journal,Journal of Econometrics,2003, 70: 9-38,"In volutpat semper adipiscing. Nunc neque justo, porttitor sed luctus nec, adipiscing et arcu. Pellentesque adipiscing odio eu nunc blandit viverra. Nunc molestie ligula fermentum magna placerat viverra. Sed et risus orci. Etiam commodo, justo quis euismod lacinia, lacus sapien egestas sem, eu commodo ligula nulla sit amet mi. Phasellus iaculis turpis mauris, eu facilisis metus. Integer augue erat, pharetra a tristique id, tincidunt in diam. Donec sed sapien eu orci venenatis eleifend. Phasellus non velit quis turpis hendrerit tempor. Maecenas molestie elementum imperdiet. Vivamus rutrum consectetur orci, ac euismod lectus semper sed. Vivamus orci libero, gravida sed tempus eget, egestas vel nisl."
10043,Tests for Parameter Instability and Structural Change with Unknown Change Point: A Corrigendum.,Journal,Econometrica,2003, 71(1): 395-397,Integer euismod lobortis pulvinar. Donec cursus egestas neque eu bibendum. Donec in leo id nulla dapibus feugiat. Aenean tempus tortor pretium nisl varius tincidunt feugiat lectus lacinia. Aenean posuere mattis ante eu bibendum. Vivamus malesuada gravida est sit amet porttitor. Integer mattis nibh eget lorem malesuada imperdiet. Vestibulum eget tempor nisi. Nunc quis sapien metus. Phasellus fringilla tincidunt eleifend.
10044,Tests of Specification for Parametric and Semiparametric Models,Journal,Journal of Econometrics,2003, 57: 277-318,"Duis vehicula, est vitae pretium imperdiet, mi nulla rhoncus lectus, at porta nisi lorem et leo. Maecenas convallis aliquam pharetra. Ut nibh tortor, pharetra ac eleifend sed, dignissim sit amet orci. Phasellus placerat enim viverra odio eleifend condimentum. Pellentesque vitae augue eu dolor pulvinar laoreet a eget enim. Sed euismod hendrerit tortor sed vulputate. Maecenas dui leo, accumsan non molestie vel, commodo nec eros. Curabitur ac turpis tellus, eu sagittis mauris. Maecenas dapibus vulputate feugiat. Curabitur in blandit turpis. Nulla lacus arcu, vehicula sed aliquam in, viverra eu lorem. Nullam ac rutrum risus. Phasellus eget magna et justo pellentesque aliquet. Nulla gravida massa blandit leo molestie consequat. Sed at metus sed risus venenatis condimentum et sed justo. Vivamus placerat mi vel neque feugiat vel aliquet arcu egestas."
10045,Adaptive Local Polynomial Whittle Estimation of Long-range Dependence,Journal,Econometrica,2004,72: 569–614,"Ut vel arcu id ante vestibulum egestas a id nisl. Curabitur lacinia gravida pretium. Duis rhoncus risus non elit lacinia varius. Sed volutpat nulla ac arcu volutpat egestas. Curabitur id ipsum sit amet nisl mattis cursus a non nibh. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Proin bibendum, magna eu varius rutrum, nunc tortor lobortis risus, eu feugiat tortor dolor vel eros."
10046,The Block-block Bootstrap: Improved Asymptotic Refinements,Journal,Econometrica,2004, 72: 673–700,"Praesent viverra varius rutrum. Etiam rutrum sapien vitae enim lacinia ut euismod lectus vehicula. Sed eros leo, aliquet non ornare sed, gravida sit amet dolor. Praesent dapibus imperdiet enim, at tristique sapien tempor quis. Suspendisse et vehicula libero. Curabitur gravida arcu facilisis diam gravida auctor. Donec libero lectus, vestibulum ac ultrices aliquam, lacinia sit amet ipsum. Nulla malesuada elit et augue scelerisque mollis."
10047,Cross-section Regression with Common Shocks,Journal,Econometrica,2005, 73: 1551–1585,"Nunc felis nunc, bibendum et pretium at, porta a leo. Donec nulla odio, eleifend sagittis feugiat ut, viverra eu orci. Nulla sed odio risus. Fusce non mauris vitae neque rutrum varius. Aenean in nunc et velit molestie suscipit in ut erat. Nulla nec erat velit. Duis tempus, erat in viverra adipiscing, justo metus eleifend dui, ut porta erat tellus eu justo. Aenean libero sapien, dignissim id faucibus nec, pellentesque eget nibh."
10048,Higher-order Improvements of the Parametric Bootstrap for Markov Processes,Book Chapter,Identification and Inference for Econometric Models,2005,Cambridge University Press,"Quisque sollicitudin porta felis ut lobortis. Cras enim ligula, posuere id luctus sed, scelerisque quis nunc. Pellentesque luctus placerat lorem, et sagittis velit tincidunt eu. Curabitur sollicitudin posuere nulla, ac convallis augue eleifend eu. Ut dapibus neque eu nibh auctor sed accumsan dui egestas. Aenean ac vehicula odio. Sed quis ligula lacus. Aliquam mauris velit, semper id volutpat eget, tincidunt sit amet purus. Morbi ut nunc massa, quis laoreet erat. In sodales, magna eu imperdiet vulputate, velit nunc sagittis est, at ultricies leo orci in ligula. Integer at pharetra orci. Phasellus eleifend ultrices orci semper gravida. Quisque venenatis, neque eu vestibulum bibendum, felis ipsum aliquet risus, nec tristique augue erat id lacus."
10049,Valid Edgeworth Expansions for the Whittle Maximum Likelihood Estimator for Stationary Long-memory Gaussian Time Series,Journal,Econometric Theory,2005, 21: 710-734,"Praesent velit felis, dapibus eget congue non, congue eget mauris. Donec molestie pellentesque venenatis. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Proin tempor, arcu vel bibendum venenatis, magna turpis molestie lacus, quis egestas quam urna vel dolor. Donec a massa orci. Nulla condimentum, mi sed hendrerit posuere, nisl risus aliquam sem, ac cursus sem neque in sem. Aliquam erat volutpat. Donec facilisis egestas tincidunt. Curabitur molestie risus vitae nisi varius pharetra."
10050,End-of-sample Cointegration Breakdown Tests,Journal,Journal of Business and Economic Statistics,2006, 24: 379-394,"Maecenas et lorem diam. Morbi risus ligula, consequat porttitor egestas a, dignissim non nibh. Integer sollicitudin eros id odio cursus suscipit. Etiam eu mauris sed dolor consectetur imperdiet. Mauris convallis, est sit amet faucibus bibendum, justo odio consectetur ligula, in sollicitudin urna tellus et elit. Donec tincidunt placerat orci, sed porttitor lacus faucibus in. Ut arcu elit, adipiscing non ultrices ac, egestas tristique ipsum. Sed non ligula odio, sed porta purus. Vivamus tortor lorem, fermentum ornare facilisis et, molestie eu diam. Fusce sed arcu enim, vel fringilla nunc."
10051,Higher-order Improvements of the Parametric Bootstrap for Long-memory Gaussian Processes,Journal,Journal of Econometrics,2006, 133(2): 673-702,"Sed sed turpis magna, ac interdum neque. Suspendisse quam nibh, lobortis in placerat quis, hendrerit eget nulla. Vivamus vel arcu vitae quam dignissim ullamcorper. Pellentesque quis iaculis nulla. Nam viverra condimentum enim ac fringilla. Phasellus euismod enim gravida ante tristique porta. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Suspendisse et augue ac magna feugiat tristique. Aliquam quis orci vestibulum tortor porttitor lobortis posuere porta orci. Ut est dolor, rutrum vel vestibulum vitae, aliquam at libero. Proin in sapien odio, in bibendum est. Phasellus vel odio nunc. Donec dolor ante, lacinia et aliquam non, molestie ac dolor. Vivamus a porttitor dolor. Aenean lacinia nunc et ligula pellentesque venenatis."
10052,Inference with Weak Instruments,Book Chapter,Advances in Economics and Econometrics,2006,"Cambridge University Press, Ch 6","Cras libero metus, egestas non sagittis vitae, varius ut ante. Maecenas sollicitudin ante est. Aliquam erat volutpat. Nunc non eleifend augue. Cras sed congue nulla. Proin quis ipsum eget lectus imperdiet rhoncus ut vel sapien. Morbi vitae nisl libero. Suspendisse potenti. Ut pretium faucibus risus id tincidunt."
10053,Optimal Two-sided Invariant Similar Tests for Instrumental Variables Regression,Journal,Econometrica,2006,74(3): 715-752,"Etiam posuere tempus lectus, id ultricies nisi condimentum nec. Morbi consectetur sollicitudin placerat. Sed pellentesque sapien a turpis dictum pretium tincidunt lacus sodales. Ut non malesuada sem. Cras molestie aliquam lacus, vel eleifend orci porttitor a. Nunc ut orci ipsum, ornare consectetur lacus. Phasellus fermentum egestas arcu, ac rhoncus mi porta blandit. Duis a augue et erat auctor lobortis."
10054,Prioritizing Web Usability,Book,New Riders Press,2006,ISBN 0-321-35031-6,"Morbi congue neque sed lectus porttitor sit amet venenatis neque iaculis. Sed malesuada leo nec felis pretium tempus sed a ligula. Cras at nibh eros. Duis magna sapien, facilisis eu porta at, vulputate sed felis. Donec feugiat varius turpis at congue. In consequat pharetra nulla, quis dapibus risus feugiat sit amet. In dictum, dui sit amet dapibus scelerisque, odio ante eleifend magna, nec pharetra ante leo eget enim. Nullam vel dui sit amet nulla elementum molestie vel ac sapien. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Suspendisse potenti. Integer porttitor ligula vitae augue fringilla cursus. Ut semper aliquam sodales."
10055,Mobile Usability,Book,New Riders Press,2007,ISBN 0-321-88448-5,"Aliquam accumsan leo nec eros semper non dictum arcu ornare. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Phasellus porta, sapien at consequat lobortis, massa tortor aliquam nisi, ac pharetra magna mauris eu lorem. Ut convallis consectetur orci sit amet sagittis. Sed justo purus, tincidunt varius vehicula non, tincidunt quis tortor. In hac habitasse platea dictumst. Quisque scelerisque cursus tellus in tristique. Etiam non ante libero, sit amet dignissim nisl. Vestibulum ullamcorper iaculis vehicula. Morbi elementum malesuada lacus, eu porta velit pellentesque lobortis. Maecenas faucibus ante ut odio posuere id sodales lacus pellentesque. Suspendisse potenti. Pellentesque in metus mollis tellus accumsan rutrum. Fusce non quam eu orci cursus mattis sed vel sapien. Praesent bibendum feugiat odio, vel consequat nisl posuere id. Quisque ut leo et eros luctus pellentesque."
10056,Performance of Conditional Wald Tests in IV Regression with Weak Instruments,Journal,Journal of Econometrics,2007,139(1): 116-132,"Aliquam erat volutpat. Aenean sit amet nunc diam. Cras mollis turpis at eros lobortis a rutrum justo condimentum. Integer sit amet massa malesuada velit malesuada bibendum. Vivamus vel dui ipsum, tempus tincidunt nunc. Donec eu aliquam ligula. Quisque justo dui, porta quis vehicula ac, feugiat ultricies lectus."
10057,Rank Tests for Instrumental Variables Regression with Weak Instruments,Journal,Econometric Theory,2007, 23(6): 1033-1082,"Sed velit justo, porta commodo tincidunt accumsan, ullamcorper vulputate magna. Nunc lobortis tortor ut velit iaculis condimentum. Vestibulum eget mollis nulla. Aliquam euismod molestie vestibulum. Integer sodales justo eget tellus egestas hendrerit. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Morbi ante nisi, egestas venenatis consectetur et, pulvinar non velit."
10058,Testing with Many Weak Instruments,Journal,Journal of Econometrics,2007, 138(1): 24-46,"Phasellus vestibulum rhoncus diam nec dignissim. Sed pharetra viverra leo non dapibus. Aenean fermentum bibendum ante, id mattis orci bibendum sed. Nulla nec diam tortor. Donec vitae ipsum at orci posuere ornare sed nec enim. Sed quis velit nisl. Maecenas sit amet auctor mi. Quisque suscipit, libero eget iaculis luctus, massa nulla volutpat elit, eget venenatis enim nisi sed tellus. Cras convallis, nulla ac aliquam bibendum, lacus tellus dapibus odio, vel malesuada neque dui ac elit. Duis erat orci, fringilla in porttitor et, posuere sed urna. Proin sit amet rutrum risus. Nunc convallis auctor odio, eget egestas purus rhoncus nec. Vestibulum vestibulum, nulla ut molestie dapibus, lorem tortor consequat metus, ut pellentesque nisl massa ut dui."
10059,Asymptotics for Stationary Very Nearly Unit Root Processes,Journal,Journal of Time Series Analysis,2008,29: 203-210,"Sed ut urna in enim venenatis eleifend vel vel libero. Sed sed faucibus magna. Donec a justo mauris. Sed lobortis ante non dolor porttitor eget rutrum augue vehicula. Aliquam nec arcu mauris, sit amet rhoncus dolor. In molestie molestie fermentum. Morbi a nulla ac arcu sollicitudin sollicitudin. Donec vel enim massa, id fermentum velit. Vivamus id congue urna. Maecenas tellus lorem, porta sed semper quis, vulputate non dui. Duis ac quam facilisis elit ultrices eleifend. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec id nisi vel dui mollis consectetur pretium in justo. Aliquam scelerisque dignissim commodo."
10060,Efficient Two-Sided Nonsimilar Invariant Tests in IV Regression with Weak Instruments,Journal,Journal of Econometrics,2008, 146: 241-254,"Pellentesque semper, sapien ac suscipit bibendum, eros felis fringilla sapien, feugiat laoreet est mauris non massa. Ut malesuada elit non libero ullamcorper aliquam. Cras elit tortor, sodales sed lacinia ut, condimentum sed quam. Integer lobortis mattis urna, nec aliquet dui gravida in. Morbi non faucibus ipsum. Pellentesque dui turpis, auctor et consectetur sit amet, malesuada at ipsum. Phasellus lorem leo, aliquam a bibendum sed, porta ut nisi. Sed mollis commodo urna sit amet faucibus. Morbi rutrum mattis metus sit amet placerat. Ut ultricies enim id felis egestas semper. Cras viverra facilisis sem adipiscing vestibulum."
10061,Exactly Distribution-free Inference in Instrumental Variables Regression with Possibly Weak Instruments,Journal,Journal of Econometrics,2008, 142: 183-200,"Aenean vehicula, mi eget consectetur commodo, sem magna interdum erat, nec porta ipsum lacus et diam. Cras aliquam vehicula nibh, non suscipit lectus auctor eget. Suspendisse vehicula eleifend vulputate. Sed commodo tristique tempor. Praesent ut ante et mi mattis consectetur ac ac enim. In fermentum adipiscing nibh et porttitor. Cras mollis, eros non interdum feugiat, tortor massa egestas magna, vitae lacinia diam ligula vel leo. Fusce tellus nunc, semper pretium viverra sed, congue nec metus. Nulla facilisi. Donec bibendum mauris vestibulum diam pharetra sed cursus lacus posuere. Sed cursus laoreet ipsum vel ultricies. Aliquam dictum, dolor accumsan ullamcorper gravida, metus urna dictum augue, nec viverra risus sem sit amet turpis. Ut ut diam purus, ut adipiscing ipsum. Etiam mi erat, dictum id sagittis ut, bibendum at nisl. Morbi nunc diam, aliquet eu ultricies commodo, auctor sit amet purus. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae;"
10062,Designing User Interfaces for International Use,Book,Elsevier Science Publishers,2009, ISBN 0-444-88428-9.,"Suspendisse fermentum metus at ipsum aliquet ullamcorper. Suspendisse urna arcu, varius at tincidunt a, pharetra in nisl. Vestibulum suscipit nibh eget magna mattis fringilla. Nullam iaculis quam quis velit vestibulum sodales. Mauris vitae velit diam. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Integer nibh purus, molestie vitae elementum ut, consequat quis augue. Aenean pulvinar lectus vitae mauris pretium quis cursus purus rutrum. Donec ut rhoncus nibh. Nulla facilisi. Cras rhoncus orci sit amet dolor euismod non blandit sapien interdum. Sed neque leo, dignissim eu vehicula eu, consequat ut arcu. Proin ultricies malesuada velit nec luctus."
10063,Hybrid and Size-Corrected Subsampling Methods,Journal,Econometrica,2009, 77(4),"Pellentesque eget magna vel justo varius commodo eu sed sapien. Mauris nisl arcu, dictum in adipiscing at, aliquet a diam. Ut vulputate viverra neque, ac tristique felis ultricies sed. In hac habitasse platea dictumst. Sed mollis convallis velit quis vestibulum. Etiam sollicitudin lorem non justo interdum pharetra. Proin egestas velit quis est tempus eleifend. Integer luctus cursus pellentesque. Nulla at erat eu dui sollicitudin condimentum. Aliquam congue, purus ut ornare sollicitudin, purus enim hendrerit arcu, et hendrerit urna leo et magna."
10064,Hypertext and Hypermedia,Book,Academic Press,2009, ISBN 0-12-518410-7,"Fusce ac turpis luctus purus tempor cursus et vel sem. Phasellus ac blandit massa. Ut quam ante, dapibus sed ultricies ullamcorper, ultricies nec orci. Cras lorem mi, rhoncus vel fringilla vitae, cursus eu augue. Morbi scelerisque sem et erat ornare in facilisis nunc hendrerit. Ut consectetur justo id turpis faucibus malesuada. Donec congue malesuada nulla, sed ultrices purus auctor quis. Donec bibendum aliquam molestie. Mauris sollicitudin tellus nec augue tristique sed vulputate tellus vestibulum. Nullam viverra quam eu lorem hendrerit a porta tortor malesuada. Ut tristique ultrices sem eu elementum. Donec vehicula felis vel nisl bibendum viverra."
10065,Incorrect Asymptotic Size of Subsampling Procedures Based on Post-Consistent Model Selection Estimators,Journal,Journal of Econometrics,2009, 152(1): 19-27,"Aenean sit amet urna ante, quis porttitor augue. In adipiscing porta diam, rhoncus ornare leo euismod quis. Curabitur eu purus ac dui eleifend bibendum. Aenean a urna turpis, a rhoncus lacus. Sed eu enim vel metus varius faucibus. Nullam dictum tortor quis est molestie quis iaculis odio hendrerit. Nulla ut diam dolor, quis sodales odio. Aenean suscipit consectetur metus quis ultricies. Cras euismod euismod lacus eu congue. Aliquam vel libero elit."
10066,Invalidity of the Bootstrap and the m Out of n Bootstrap for Confidence Interval Endpoints Defined by Moment Inequalities,Journal,Econometrics Journal,2009, 12(2): S172-S199,"Sed sit amet libero nunc. Duis ac mollis elit. Morbi mauris felis, ultrices eu sagittis et, interdum id nisi. Pellentesque ultrices, justo semper scelerisque porta, mauris mauris mattis risus, vel viverra turpis dolor eget lorem. Sed aliquam neque sed risus egestas interdum. Sed sit amet neque eget est ornare feugiat. Curabitur congue egestas diam eu congue. Donec porttitor feugiat ultricies. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Ut iaculis sapien in ante gravida in molestie dui consectetur. Nam vestibulum fringilla aliquet. Pellentesque scelerisque, turpis rutrum condimentum eleifend, risus justo varius arcu, lacinia consequat nulla lacus quis est. Duis lacinia cursus iaculis."
10067,Usability Engineering,Book,Academic Press,2009, ISBN 0-12-518405-0,"Nullam accumsan sollicitudin iaculis. Donec non neque orci, et ultricies tortor. Integer nec mi leo, et euismod purus. Pellentesque eget odio at ante vehicula ornare et gravida ligula. Duis vel lorem eros. Fusce porta, enim vitae aliquet elementum, libero justo consequat massa, ac consequat diam ligula fermentum nibh. Sed ut orci vitae sapien lacinia mollis."
10068,Usability Inspection Methods,Book,John Wiley & Sons,2009,ISBN 0-471-01877-5,"Donec sed eleifend nisl. In hac habitasse platea dictumst. Curabitur tempus luctus justo ac tincidunt. Proin volutpat commodo mi, et gravida ipsum faucibus ut. Aliquam porttitor aliquet quam, a iaculis magna pulvinar non. Donec viverra arcu vitae leo dictum adipiscing. Proin justo nulla, convallis sit amet accumsan quis, ultricies lobortis nisi. Curabitur bibendum turpis vitae libero porttitor vestibulum. Mauris erat ante, cursus non consequat et, feugiat eu orci. Donec sodales consequat porttitor. Donec non eros id sapien condimentum luctus at ut odio."
10069,Validity of Subsampling and 'Plug-in Asymptotic' Inference for Parameters Defined by Moment Inequalities,Journal,Econometric Theory,2009, 25(3): 669-709,"Pellentesque facilisis, urna nec tincidunt luctus, nisi dui rutrum nunc, sed bibendum erat erat non est. Etiam pulvinar blandit augue, id tincidunt ipsum suscipit eget. Sed arcu justo, fringilla sit amet luctus at, rhoncus a mi. Vestibulum nunc purus, congue at luctus ut, vulputate quis sapien. Phasellus ullamcorper, mi et rhoncus facilisis, ligula nulla rhoncus dui, sit amet pretium neque erat sit amet neque. Mauris sed neque id quam tempus lobortis. Suspendisse potenti. Sed ut odio at nisl faucibus iaculis et ut lorem. Nam elementum nisi commodo tortor porttitor non aliquam metus bibendum. Donec hendrerit venenatis risus eu interdum. Phasellus lacinia, massa ut ornare fringilla, lectus velit condimentum lorem, et imperdiet metus enim ac ante. Aliquam at lorem sed nibh fermentum auctor. Sed augue velit, elementum vitae pharetra eu, faucibus id lacus. Fusce vulputate aliquet nulla, quis euismod nunc pharetra eu. Aliquam eu metus vel est consectetur auctor vel sit amet magna."
10070,Asymptotic Size and a Problem with Subsampling and with the m Out of n Bootstrap,Journal,Econometric Theory,2010,26,"Nunc semper bibendum tortor ultrices sagittis. Nullam leo leo, euismod lobortis gravida vitae, imperdiet et augue. Duis fringilla rhoncus enim, quis volutpat turpis elementum et. Sed imperdiet aliquet neque, a volutpat mauris placerat ac. Vestibulum varius mattis augue vitae faucibus. Maecenas eleifend dictum elit, vel tempus lacus accumsan in. Cras pulvinar pellentesque congue. Phasellus lacinia molestie erat, nec pulvinar ipsum euismod varius. Aliquam felis lorem, pulvinar eget eleifend vel, semper a sapien. Sed sed metus ut velit tempus rhoncus. Mauris commodo tincidunt urna ac cursus."
10071,Eyetracking Web Usability,Book,New Riders Press,2010,ISBN 0-321-49836-4,"Duis massa magna, fermentum quis lacinia id, accumsan a nisi. Donec aliquam posuere risus, nec sagittis libero porta vel. Pellentesque augue nibh, euismod eu faucibus eu, luctus quis nibh. Quisque in urna quam, id tincidunt mauris. Proin in arcu diam. Suspendisse et eros ut orci ullamcorper mattis. In hac habitasse platea dictumst. Quisque dictum placerat nulla, tristique vehicula tortor dapibus sit amet. Ut a sodales sem."
10072,A Simplified Proof of a Theorem on the Difference of the Moore-Penrose Inverses of Two Positive Semi-Definite Matrices,Journal,Communications in Statistics,2011,15(10): 2973-2975,"Nam vel eros eget velit eleifend egestas vel vitae ante. Vivamus dictum pharetra libero vitae accumsan. Nam nunc lectus, luctus sit amet ultrices in, vehicula a sapien. Vivamus a tellus sapien. Vestibulum viverra dui ut tellus feugiat placerat. Suspendisse potenti. Cras in lacus augue. Maecenas nec tortor ac nibh lobortis porta vel id arcu. Integer nibh metus, hendrerit vitae fermentum vitae, aliquam sit amet orci. Morbi at orci id orci venenatis lacinia. Curabitur sit amet nibh at tortor tristique aliquet ac at massa. Praesent cursus mi non nisi eleifend eleifend."
10073,Additive Interactive Regression Models: Circumvention of the Curse of Dimensionality,Journal,Econometric Theory,2011, 6: 466-479,"Mauris sit amet eros non lectus laoreet pretium eget quis leo. Suspendisse vehicula tellus eget mauris tempus commodo. Nullam imperdiet, dolor vitae bibendum blandit, nisi dolor congue nibh, quis consectetur enim nibh vel tortor. Mauris elit risus, tincidunt at sollicitudin ut, sollicitudin vel leo. In rutrum felis non ligula ullamcorper adipiscing. Maecenas ornare purus eget metus sollicitudin rutrum. Curabitur enim dolor, rutrum et hendrerit nec, porta a metus. Ut in sem justo, non feugiat sem. Mauris vitae risus ligula. Pellentesque et nunc leo, at auctor nunc. In ac vestibulum purus. Aenean in odio quam."
10074,Admissibility of the Likelihood Ratio Test When A Nuisance Parameter Is Present Only Under the Alternative,Journal,Annals of Statistics,2011, 23: 1609-1629,"Integer velit eros, molestie et porttitor ac, adipiscing hendrerit odio. Duis vel odio velit, et suscipit odio. In hac habitasse platea dictumst. Nulla porta, velit vitae varius posuere, quam lorem pharetra neque, quis blandit mauris mauris in risus. Phasellus porttitor elementum dolor sed molestie. Phasellus justo libero, congue aliquam venenatis non, fermentum vehicula massa. Donec luctus hendrerit eleifend. Maecenas eget eros augue. Nunc lobortis turpis vitae ipsum vehicula nec ultricies erat mattis. Praesent id sapien urna, ac porttitor erat. Etiam pulvinar urna vitae lorem consequat quis mollis ante pulvinar."
10075,Advances in HCI Vol. 5,Book,Ablex,2011,ISBN 1-56750-199-0,Nam sodales odio a ligula tempor a interdum lorem lacinia. Integer scelerisque tellus vitae velit aliquam congue. Nulla facilisi. Nam hendrerit nibh sit amet justo iaculis luctus. Donec congue magna quis eros cursus quis consectetur elit interdum. Morbi blandit consequat leo in ornare. Praesent sed tortor turpis. Nunc consequat sollicitudin commodo. Aenean placerat lorem scelerisque sapien consequat malesuada vel vitae orci.
10076,An Improved Heteroskedasticity and Autocorrelation Consistent Covariance Matrix Estimator,Journal,Econometrica,2011,60: 953–966,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Pellentesque fringilla blandit ligula vel vehicula. Aenean volutpat suscipit lacinia. Vivamus tempor porttitor aliquet. Etiam luctus iaculis commodo. Morbi fringilla iaculis aliquet. Sed at elementum metus. Aliquam pulvinar arcu a odio tristique hendrerit non scelerisque nibh."
10077,An Introduction to Econometric Applications of Empirical Process Theory for Dependent Random Variables,Journal,Econometric Reviews,2011,12: 183-216,"Aliquam eget nisl at magna congue posuere. Pellentesque sit amet libero justo, in semper eros. Nunc sed ante urna. Aliquam et eros nec ipsum mattis pellentesque sed ac est. Quisque tempus sapien non sapien dictum varius. Etiam tellus velit, egestas at feugiat a, varius id urna. Nulla ut pharetra nisl. Nulla non porttitor enim. Phasellus eget velit quis nibh pharetra pulvinar sed non mi. Nunc elit urna, tempor ac ultricies a, commodo id sem. Ut tincidunt risus tincidunt ante volutpat dapibus. Phasellus a tortor vel ligula pellentesque blandit. Nullam sit amet tortor diam. Vivamus euismod est nec dolor adipiscing cursus. Maecenas elementum vulputate orci a vulputate."
10078,An Introduction to Functional Central Limit Theorems for Dependent Stochastic Processes,Journal,International Statistical Review,2011,62: 119-132,"Vivamus justo massa, ultricies et gravida ac, dictum lacinia urna. Nulla facilisi. Phasellus eget orci sem, ut semper mauris. Donec ullamcorper ultrices ligula, a gravida nunc facilisis vel. Vivamus feugiat laoreet nunc, at facilisis nisi dignissim a. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec in orci sit amet eros pulvinar hendrerit. Fusce aliquam accumsan libero, sed aliquam justo dictum sed. Pellentesque eu mi vel erat consequat ornare. Fusce at libero felis. Morbi lectus nibh, malesuada ac vestibulum eget, pharetra nec ante. Donec mattis pharetra augue non dignissim. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. In nec elit lacus, at commodo risus. Nullam bibendum est a velit egestas cursus. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos."
10079,Best Median Unbiased Estimation in Linear Regression with Bounded Asymmetric Loss Functions,Journal,Journal of the American Statistical Association,2011,82: 886-893,"Maecenas cursus justo elementum mi blandit non lobortis tortor consectetur. Nulla facilisi. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Suspendisse at varius dui. Sed sagittis diam in ligula gravida a auctor justo porttitor. Sed at ipsum arcu, sit amet elementum mi. Mauris quis tempor lacus. Etiam vel lacus vitae enim placerat scelerisque. Sed non feugiat dui. Ut ac pretium ipsum. Morbi ac orci id libero mollis ultrices. Cras id erat id velit viverra elementum quis a eros."
